  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    3603.147          6       0.6750434E-03       -64.02850           0.1167089E-01
    3603.147          7       0.7707676E-03       -59.61715           0.1190857E-01
    3603.147          8       0.8572480E-03       -53.59626           0.1224510E-01
    3603.147          9       0.9313320E-03       -45.05421           0.1278957E-01
    3603.147         10       0.9902972E-03       -34.66274           0.1355808E-01
    3603.147         11       0.1050776E-02       -36.26577           0.1338546E-01
    3603.147         12       0.1112190E-02       -37.37084           0.1327828E-01
    3603.147         13       0.1177464E-02       -40.45902           0.1305920E-01
    3603.147         14       0.1245801E-02       -43.08222           0.1287987E-01
    3603.147         15       0.1315696E-02       -44.71676           0.1276477E-01
    3603.147         16       0.1385692E-02       -45.23340           0.1273103E-01
    3603.147         17       0.1454699E-02       -44.98927           0.1273824E-01
    3603.147         18       0.1521442E-02       -43.67366           0.1282483E-01
    3603.147         19       0.1584174E-02       -40.95270           0.1301233E-01
    3603.147         20       0.1640276E-02       -36.18196           0.1336169E-01
    3603.147         21       0.1687826E-02       -30.08597           0.1383408E-01
    3603.147         22       0.1742284E-02       -35.48397           0.1340671E-01
    3603.147         23       0.1801329E-02       -39.35167           0.1311987E-01
    3603.147         24       0.1862244E-02       -41.23930           0.1297894E-01
    3603.147         25       0.1923190E-02       -41.65714           0.1294627E-01
    3603.147         26       0.1983067E-02       -41.18049           0.1297525E-01
    3603.147         27       0.2041203E-02       -40.11129           0.1304946E-01
    3603.147         28       0.2097125E-02       -38.62718           0.1315540E-01
    3603.147         29       0.2150289E-02       -36.65839           0.1330192E-01
    3603.147         30       0.2199968E-02       -34.10171           0.1349462E-01
    3603.147         31       0.2245136E-02       -30.68215           0.1377200E-01
    3603.147         32       0.2284556E-02       -26.35242           0.1413961E-01
    3603.147         33       0.2316612E-02       -20.90701           0.1464277E-01
    3603.147         34       0.2339585E-02       -14.48606           0.1529507E-01
    3603.147         35       0.2351740E-02       -7.347598           0.1610209E-01
    3603.147         36       0.2351355E-02       0.1199965           0.1644534E-01
    3603.147         37       0.2323179E-02        8.985526           0.1547207E-01
    3603.147         38       0.2263102E-02        20.15248           0.1441208E-01
    3603.147         39       0.2174723E-02        32.16213           0.1343860E-01
    3603.147         40       0.1720045E-02        0.000000           0.1000000E+31
    3650.000          1       0.4474956E-04       -69.07879           0.1148425E-01
    3650.000          2       0.8899651E-04       -69.44162           0.1146466E-01
    3650.000          3       0.1325631E-03       -69.22833           0.1146964E-01
    3650.000          4       0.1752886E-03       -68.61442           0.1146980E-01
    3650.000          5       0.2169309E-03       -67.17272           0.1150493E-01
    3650.000          6       0.2570801E-03       -64.02850           0.1167099E-01
    3650.000          7       0.2953052E-03       -59.61715           0.1190865E-01
    3650.000          8       0.3309443E-03       -53.59626           0.1224519E-01
    3650.000          9       0.3627865E-03       -45.05421           0.1278965E-01
    3650.000         10       0.3894101E-03       -34.66274           0.1355815E-01
    3650.000         11       0.4166084E-03       -36.26577           0.1338552E-01
    3650.000         12       0.4441314E-03       -37.37084           0.1327833E-01
    3650.000         13       0.4729367E-03       -40.45902           0.1305926E-01
    3650.000         14       0.5026967E-03       -43.08222           0.1287994E-01
    3650.000         15       0.5328994E-03       -44.71676           0.1276484E-01
    3650.000         16       0.5630650E-03       -45.23340           0.1273110E-01
    3650.000         17       0.5928638E-03       -44.98927           0.1273820E-01
    3650.000         18       0.6218842E-03       -43.67366           0.1282489E-01
    3650.000         19       0.6495399E-03       -40.95270           0.1301239E-01
    3650.000         20       0.6748648E-03       -36.18196           0.1336174E-01
    3650.000         21       0.6969941E-03       -30.08597           0.1383412E-01
    3650.000         22       0.7216768E-03       -35.48397           0.1340676E-01
    3650.000         23       0.7479251E-03       -39.35167           0.1311994E-01
    3650.000         24       0.7747610E-03       -41.23930           0.1297900E-01
    3650.000         25       0.8015606E-03       -41.65714           0.1294633E-01
    3650.000         26       0.8279646E-03       -41.18049           0.1297532E-01
    3650.000         27       0.8537450E-03       -40.11129           0.1304952E-01
    3650.000         28       0.8787354E-03       -38.62718           0.1315546E-01
    3650.000         29       0.9027317E-03       -36.65839           0.1330198E-01
    3650.000         30       0.9254531E-03       -34.10171           0.1349468E-01
    3650.000         31       0.9464633E-03       -30.68215           0.1377205E-01
    3650.000         32       0.9651979E-03       -26.35242           0.1413966E-01
    3650.000         33       0.9808398E-03       -20.90701           0.1464280E-01
    3650.000         34       0.9923971E-03       -14.48606           0.1529488E-01
    3650.000         35       0.9987227E-03       -7.347598           0.1610236E-01
    3650.000         36       0.9991218E-03       0.1199965           0.1644506E-01
    3650.000         37       0.1028312E-02        8.985526           0.1545430E-01
    3650.000         38       0.1090445E-02        20.15248           0.1437400E-01
    3650.000         39       0.1181611E-02        32.16213           0.1338492E-01
    3650.000         40       0.1678167E-02        0.000000           0.1000000E+31
    3788.191          1       0.8844776E-04       -54.01395           0.1197465E-01
    3788.191          2       0.1760501E-03       -54.12647           0.1196274E-01
    3788.191          3       0.2609340E-03       -53.36490           0.1198881E-01
    3788.191          4       0.3409723E-03       -51.82283           0.1202763E-01
    3788.191          5       0.4137385E-03       -49.01070           0.1212616E-01
    3788.191          6       0.4763214E-03       -44.07773           0.1238247E-01
    3788.191          7       0.5246597E-03       -37.05853           0.1276077E-01
    3788.191          8       0.5522432E-03       -26.81619           0.1335483E-01
    3788.191          9       0.5492245E-03       -11.90851           0.1435607E-01
    3788.191         10       0.5225128E-03        6.871338           0.1479563E-01
    3788.191         11       0.4953014E-03        1.719767           0.1498675E-01
    3788.191         12       0.4730769E-03       -2.173968           0.1500547E-01
    3788.191         13       0.4676830E-03       -9.583669           0.1455931E-01
    3788.191         14       0.4767304E-03       -16.03946           0.1413318E-01
    3788.191         15       0.4950877E-03       -20.23822           0.1386698E-01
    3788.191         16       0.5178572E-03       -22.16383           0.1375708E-01
    3788.191         17       0.5406763E-03       -22.12284           0.1375969E-01
    3788.191         18       0.5589442E-03       -19.87261           0.1390971E-01
    3788.191         19       0.5665662E-03       -14.72684           0.1426128E-01
    3788.191         20       0.5547166E-03       -5.521834           0.1494689E-01
    3788.191         21       0.5326903E-03        6.636559           0.1492105E-01
    3788.191         22       0.5184048E-03       -4.251785           0.1504314E-01
    3788.191         23       0.5213718E-03       -12.17207           0.1444679E-01
    3788.191         24       0.5330700E-03       -16.22774           0.1416124E-01
    3788.191         25       0.5480019E-03       -17.65438           0.1407132E-01
    3788.191         26       0.5633738E-03       -17.69878           0.1407945E-01
    3788.191         27       0.5777968E-03       -17.00029           0.1414866E-01
    3788.191         28       0.5907465E-03       -15.97500           0.1425008E-01
    3788.191         29       0.6016203E-03       -14.57382           0.1439135E-01
    3788.191         30       0.6091818E-03       -12.52314           0.1459111E-01
    3788.191         31       0.6116857E-03       -9.558188           0.1488947E-01
    3788.191         32       0.6067812E-03       -5.492073           0.1530362E-01
    3788.191         33       0.5915420E-03      -0.1601599           0.1567486E-01
    3788.191         34       0.5802201E-03        6.052400           0.1559763E-01
    3788.191         35       0.5743848E-03        12.30451           0.1553860E-01
    3788.191         36       0.5746831E-03        17.46095           0.1532808E-01
    3788.191         37       0.5465517E-03        23.29777           0.1455471E-01
    3788.191         38       0.4862048E-03        31.28755           0.1366363E-01
    3788.191         39       0.3980507E-03        40.56190           0.1279286E-01
    3788.191         40       0.7898308E-03        0.000000           0.1000000E+31
    3926.381          1       0.5006052E-04       -54.01395           0.1217161E-01
    3926.381          2       0.9965635E-04       -54.12647           0.1216274E-01
    3926.381          3       0.1486611E-03       -53.36490           0.1219774E-01
    3926.381          4       0.1969993E-03       -51.82283           0.1225302E-01
    3926.381          5       0.2444935E-03       -49.01070           0.1237917E-01
    3926.381          6       0.2906241E-03       -44.07773           0.1267709E-01
    3926.381          7       0.3348329E-03       -37.05853           0.1312209E-01
    3926.381          8       0.3760741E-03       -26.81619           0.1384157E-01
    3926.381          9       0.4113961E-03       -11.90851           0.1507786E-01
    3926.381         10       0.4381636E-03        6.871338           0.1533519E-01
    3926.381         11       0.4653799E-03        1.719767           0.1573243E-01
    3926.381         12       0.4936051E-03       -2.173968           0.1583617E-01
    3926.381         13       0.5251305E-03       -9.583669           0.1526854E-01
    3926.381         14       0.5586709E-03       -16.03946           0.1470987E-01
    3926.381         15       0.5930430E-03       -20.23822           0.1436575E-01
    3926.381         16       0.6274350E-03       -22.16383           0.1421795E-01
    3926.381         17       0.6614154E-03       -22.12284           0.1421861E-01
    3926.381         18       0.6944133E-03       -19.87261           0.1440108E-01
    3926.381         19       0.7254614E-03       -14.72684           0.1483817E-01
    3926.381         20       0.7524019E-03       -5.521834           0.1570513E-01
    3926.381         21       0.7742748E-03        6.636559           0.1540838E-01
    3926.381         22       0.8002405E-03       -4.251785           0.1582903E-01
    3926.381         23       0.8294629E-03       -12.17207           0.1506651E-01
    3926.381         24       0.8598126E-03       -16.22774           0.1470482E-01
    3926.381         25       0.8902347E-03       -17.65438           0.1458599E-01
    3926.381         26       0.9201896E-03       -17.69878           0.1458466E-01
    3926.381         27       0.9493543E-03       -17.00029           0.1465310E-01
    3926.381         28       0.9775012E-03       -15.97500           0.1475447E-01
    3926.381         29       0.1004354E-02       -14.57382           0.1489605E-01
    3926.381         30       0.1029539E-02       -12.52314           0.1510320E-01
    3926.381         31       0.1052461E-02       -9.558188           0.1541703E-01
    3926.381         32       0.1072337E-02       -5.492073           0.1586130E-01
    3926.381         33       0.1088008E-02      -0.1601599           0.1616598E-01
    3926.381         34       0.1099036E-02        6.052400           0.1574916E-01
    3926.381         35       0.1104257E-02        12.30451           0.1533084E-01
    3926.381         36       0.1103090E-02        17.46095           0.1492349E-01
    3926.381         37       0.1129941E-02        23.29777           0.1427745E-01
    3926.381         38       0.1188213E-02        31.28755           0.1351798E-01
    3926.381         39       0.1273003E-02        40.56190           0.1276995E-01
    3926.381         40       0.8355270E-03        0.000000           0.1000000E+31
    4064.572          1       0.9058367E-04       -54.01395           0.1225082E-01
    4064.572          2       0.1803367E-03       -54.12647           0.1224316E-01
    4064.572          3       0.2674119E-03       -53.36490           0.1228193E-01
    4064.572          4       0.3497206E-03       -51.82283           0.1234418E-01
    4064.572          5       0.4248724E-03       -49.01070           0.1248229E-01
    4064.572          6       0.4899346E-03       -44.07773           0.1279915E-01
    4064.572          7       0.5408127E-03       -37.05853           0.1327532E-01
    4064.572          8       0.5708563E-03       -26.81619           0.1405504E-01
    4064.572          9       0.5694461E-03       -11.90851           0.1541096E-01
    4064.572         10       0.5426093E-03        6.871338           0.1557444E-01
    4064.572         11       0.5153847E-03        1.719767           0.1608014E-01
    4064.572         12       0.4934986E-03       -2.173968           0.1623571E-01
    4064.572         13       0.4893933E-03       -9.583669           0.1560378E-01
    4064.572         14       0.5001839E-03       -16.03946           0.1497524E-01
    4064.572         15       0.5204317E-03       -20.23822           0.1459147E-01
    4064.572         16       0.5451035E-03       -22.16383           0.1442499E-01
    4064.572         17       0.5698045E-03       -22.12284           0.1442476E-01
    4064.572         18       0.5898777E-03       -19.87261           0.1462364E-01
    4064.572         19       0.5990703E-03       -14.72684           0.1510464E-01
    4064.572         20       0.5879936E-03       -5.521834           0.1606696E-01
    4064.572         21       0.5662514E-03        6.636559           0.1561938E-01
    4064.572         22       0.5525825E-03       -4.251785           0.1620591E-01
    4064.572         23       0.5569415E-03       -12.17207           0.1535596E-01
    4064.572         24       0.5702583E-03       -16.22774           0.1495475E-01
    4064.572         25       0.5868503E-03       -17.65438           0.1482145E-01
    4064.572         26       0.6038500E-03       -17.69878           0.1481583E-01
    4064.572         27       0.6198292E-03       -17.00029           0.1488461E-01
    4064.572         28       0.6342365E-03       -15.97500           0.1498690E-01
    4064.572         29       0.6464367E-03       -14.57382           0.1512988E-01
    4064.572         30       0.6551522E-03       -12.52314           0.1534238E-01
    4064.572         31       0.6585614E-03       -9.558188           0.1566610E-01
    4064.572         32       0.6542060E-03       -5.492073           0.1612848E-01
    4064.572         33       0.6389804E-03      -0.1601599           0.1639916E-01
    4064.572         34       0.6282213E-03        6.052400           0.1580549E-01
    4064.572         35       0.6235550E-03        12.30451           0.1521864E-01
    4064.572         36       0.6255067E-03        17.46095           0.1472645E-01
    4064.572         37       0.5998210E-03        23.29777           0.1412009E-01
    4064.572         38       0.5434555E-03        31.28755           0.1338077E-01
    4064.572         39       0.4617829E-03        40.56190           0.1261997E-01
    4064.572         40       0.8673930E-03        0.000000           0.1000000E+31
    4202.763          1       0.5092117E-04       -54.01395           0.1228274E-01
    4202.763          2       0.1013834E-03       -54.12647           0.1227556E-01
    4202.763          3       0.1512726E-03       -53.36490           0.1231592E-01
    4202.763          4       0.2005305E-03       -51.82283           0.1238110E-01
    4202.763          5       0.2489983E-03       -49.01070           0.1252437E-01
    4202.763          6       0.2961573E-03       -44.07773           0.1284976E-01
    4202.763          7       0.3414444E-03       -37.05853           0.1334032E-01
    4202.763          8       0.3837657E-03       -26.81619           0.1414867E-01
    4202.763          9       0.4198323E-03       -11.90851           0.1556494E-01
    4202.763         10       0.4467324E-03        6.871338           0.1567608E-01
    4202.763         11       0.4739639E-03        1.719767           0.1624181E-01
    4202.763         12       0.5023521E-03       -2.173968           0.1642787E-01
    4202.763         13       0.5344872E-03       -9.583669           0.1576223E-01
    4202.763         14       0.5688308E-03       -16.03946           0.1509736E-01
    4202.763         15       0.6040595E-03       -20.23822           0.1469363E-01
    4202.763         16       0.6393069E-03       -22.16383           0.1451801E-01
    4202.763         17       0.6741336E-03       -22.12284           0.1451738E-01
    4202.763         18       0.7079501E-03       -19.87261           0.1472446E-01
    4202.763         19       0.7397247E-03       -14.72684           0.1522772E-01
    4202.763         20       0.7670346E-03       -5.521834           0.1623961E-01
    4202.763         21       0.7886356E-03        6.636559           0.1572001E-01
    4202.763         22       0.8148977E-03       -4.251785           0.1638664E-01
    4202.763         23       0.8447718E-03       -12.17207           0.1549115E-01
    4202.763         24       0.8758673E-03       -16.22774           0.1506967E-01
    4202.763         25       0.9070506E-03       -17.65438           0.1492918E-01
    4202.763         26       0.9377520E-03       -17.69878           0.1492162E-01
    4202.763         27       0.9676326E-03       -17.00029           0.1499087E-01
    4202.763         28       0.9964528E-03       -15.97500           0.1509400E-01
    4202.763         29       0.1023922E-02       -14.57382           0.1523822E-01
    4202.763         30       0.1049648E-02       -12.52314           0.1545410E-01
    4202.763         31       0.1072998E-02       -9.558188           0.1578369E-01
    4202.763         32       0.1093139E-02       -5.492073           0.1625649E-01
    4202.763         33       0.1108815E-02      -0.1601599           0.1650989E-01
    4202.763         34       0.1119296E-02        6.052400           0.1584405E-01
    4202.763         35       0.1123384E-02        12.30451           0.1519858E-01
    4202.763         36       0.1120618E-02        17.46095           0.1468566E-01
    4202.763         37       0.1145106E-02        23.29777           0.1411644E-01
    4202.763         38       0.1199533E-02        31.28755           0.1342341E-01
    4202.763         39       0.1278067E-02        40.56190           0.1271902E-01
    4202.763         40       0.8699252E-03        0.000000           0.1000000E+31
    4340.954          1       0.9093125E-04       -54.01395           0.1229563E-01
    4340.954          2       0.1810341E-03       -54.12647           0.1228864E-01
    4340.954          3       0.2684671E-03       -53.36490           0.1232966E-01
    4340.954          4       0.3511490E-03       -51.82283           0.1239609E-01
    4340.954          5       0.4266986E-03       -49.01070           0.1254156E-01
    4340.954          6       0.4921876E-03       -44.07773           0.1287075E-01
    4340.954          7       0.5435237E-03       -37.05853           0.1336791E-01
    4340.954          8       0.5740415E-03       -26.81619           0.1418974E-01
    4340.954          9       0.5729761E-03       -11.90851           0.1563615E-01
    4340.954         10       0.5460102E-03        6.871338           0.1572346E-01
    4340.954         11       0.5187713E-03        1.719767           0.1631746E-01
    4340.954         12       0.4969638E-03       -2.173968           0.1652029E-01
    4340.954         13       0.4931473E-03       -9.583669           0.1583712E-01
    4340.954         14       0.5043083E-03       -16.03946           0.1515356E-01
    4340.954         15       0.5249447E-03       -20.23822           0.1473987E-01
    4340.954         16       0.5500018E-03       -22.16383           0.1455981E-01
    4340.954         17       0.5750840E-03       -22.12284           0.1455900E-01
    4340.954         18       0.5955289E-03       -19.87261           0.1477013E-01
    4340.954         19       0.6050579E-03       -14.72684           0.1528456E-01
    4340.954         20       0.5941579E-03       -5.521834           0.1632197E-01
    4340.954         21       0.5726925E-03        6.636559           0.1575872E-01
    4340.954         22       0.5591659E-03       -4.251785           0.1647329E-01
    4340.954         23       0.5638296E-03       -12.17207           0.1555429E-01
    4340.954         24       0.5774896E-03       -16.22774           0.1512251E-01
    4340.954         25       0.5944301E-03       -17.65438           0.1497847E-01
    4340.954         26       0.6117715E-03       -17.69878           0.1497003E-01
    4340.954         27       0.6280796E-03       -17.00029           0.1503964E-01
    4340.954         28       0.6427973E-03       -15.97500           0.1514336E-01
    4340.954         29       0.6552834E-03       -14.57382           0.1528841E-01
    4340.954         30       0.6642517E-03       -12.52314           0.1550627E-01
    4340.954         31       0.6678637E-03       -9.558188           0.1583921E-01
    4340.954         32       0.6636351E-03       -5.492073           0.1631781E-01
    4340.954         33       0.6484125E-03      -0.1601599           0.1656247E-01
    4340.954         34       0.6382063E-03        6.052400           0.1584886E-01
    4340.954         35       0.6346836E-03        12.30451           0.1516417E-01
    4340.954         36       0.6382417E-03        17.46095           0.1463288E-01
    4340.954         37       0.6149183E-03        23.29777           0.1406138E-01
    4340.954         38       0.5623759E-03        31.28755           0.1335119E-01
    4340.954         39       0.4868822E-03        40.56190           0.1260912E-01
    4340.954         40       0.8824748E-03        0.000000           0.1000000E+31
    4479.145          1       0.5106194E-04       -54.01395           0.1230085E-01
    4479.145          2       0.1016658E-03       -54.12647           0.1229393E-01
    4479.145          3       0.1517001E-03       -53.36490           0.1233523E-01
    4479.145          4       0.2011096E-03       -51.82283           0.1240218E-01
    4479.145          5       0.2497402E-03       -49.01070           0.1254859E-01
    4479.145          6       0.2970765E-03       -44.07773           0.1287948E-01
    4479.145          7       0.3425582E-03       -37.05853           0.1337962E-01
    4479.145          8       0.3850877E-03       -26.81619           0.1420774E-01
    4479.145          9       0.4213138E-03       -11.90851           0.1566906E-01
    4479.145         10       0.4483442E-03        6.871338           0.1574126E-01
    4479.145         11       0.4755903E-03        1.719767           0.1635238E-01
    4479.145         12       0.5040163E-03       -2.173968           0.1656474E-01
    4479.145         13       0.5362879E-03       -9.583669           0.1587250E-01
    4479.145         14       0.5708018E-03       -16.03946           0.1517942E-01
    4479.145         15       0.6062062E-03       -20.23822           0.1476080E-01
    4479.145         16       0.6416264E-03       -22.16383           0.1457859E-01
    4479.145         17       0.6766242E-03       -22.12284           0.1457769E-01
    4479.145         18       0.7106089E-03       -19.87261           0.1479082E-01
    4479.145         19       0.7425388E-03       -14.72684           0.1531081E-01
    4479.145         20       0.7699330E-03       -5.521834           0.1636126E-01
    4479.145         21       0.7912595E-03        6.636559           0.1578244E-01
    4479.145         22       0.8175900E-03       -4.251785           0.1651484E-01
    4479.145         23       0.8476068E-03       -12.17207           0.1558378E-01
    4479.145         24       0.8788607E-03       -16.22774           0.1514681E-01
    4479.145         25       0.9102039E-03       -17.65438           0.1500102E-01
    4479.145         26       0.9410623E-03       -17.69878           0.1499218E-01
    4479.145         27       0.9710943E-03       -17.00029           0.1506203E-01
    4479.145         28       0.1000058E-02       -15.97500           0.1516610E-01
    4479.145         29       0.1027660E-02       -14.57382           0.1531167E-01
    4479.145         30       0.1053504E-02       -12.52314           0.1553064E-01
    4479.145         31       0.1076951E-02       -9.558188           0.1586542E-01
    4479.145         32       0.1097153E-02       -5.492073           0.1634718E-01
    4479.145         33       0.1112831E-02      -0.1601599           0.1658744E-01
    4479.145         34       0.1122763E-02        6.052400           0.1586387E-01
    4479.145         35       0.1125717E-02        12.30451           0.1517604E-01
    4479.145         36       0.1121364E-02        17.46095           0.1464852E-01
    4479.145         37       0.1143527E-02        23.29777           0.1409431E-01
    4479.145         38       0.1194202E-02        31.28755           0.1341262E-01
    4479.145         39       0.1266698E-02        40.56190           0.1271375E-01
    4479.145         40       0.8767900E-03        0.000000           0.1000000E+31
    4617.335          1       0.9098841E-04       -54.01395           0.1230297E-01
    4617.335          2       0.1811488E-03       -54.12647           0.1229608E-01
    4617.335          3       0.2686407E-03       -53.36490           0.1233750E-01
    4617.335          4       0.3513844E-03       -51.82283           0.1240466E-01
    4617.335          5       0.4270008E-03       -49.01070           0.1255147E-01
    4617.335          6       0.4925635E-03       -44.07773           0.1288310E-01
    4617.335          7       0.5439824E-03       -37.05853           0.1338460E-01
    4617.335          8       0.5745915E-03       -26.81619           0.1421564E-01
    4617.335          9       0.5736000E-03       -11.90851           0.1568430E-01
    4617.335         10       0.5465045E-03        6.871338           0.1575197E-01
    4617.335         11       0.5192513E-03        1.719767           0.1636898E-01
    4617.335         12       0.4974619E-03       -2.173968           0.1658611E-01
    4617.335         13       0.4937102E-03       -9.583669           0.1588922E-01
    4617.335         14       0.5049500E-03       -16.03946           0.1519132E-01
    4617.335         15       0.5256665E-03       -20.23822           0.1477027E-01
    4617.335         16       0.5508017E-03       -22.16383           0.1458703E-01
    4617.335         17       0.5759613E-03       -22.12284           0.1458610E-01
    4617.335         18       0.5964829E-03       -19.87261           0.1480019E-01
    4617.335         19       0.6060840E-03       -14.72684           0.1532294E-01
    4617.335         20       0.5952243E-03       -5.521834           0.1637999E-01
    4617.335         21       0.5740342E-03        6.636559           0.1578676E-01
    4617.335         22       0.5605404E-03       -4.251785           0.1653476E-01
    4617.335         23       0.5652706E-03       -12.17207           0.1559755E-01
    4617.335         24       0.5790032E-03       -16.22774           0.1515799E-01
    4617.335         25       0.5960167E-03       -17.65438           0.1501134E-01
    4617.335         26       0.6134297E-03       -17.69878           0.1500232E-01
    4617.335         27       0.6298070E-03       -17.00029           0.1507230E-01
    4617.335         28       0.6445908E-03       -15.97500           0.1517658E-01
    4617.335         29       0.6571382E-03       -14.57382           0.1532244E-01
    4617.335         30       0.6661618E-03       -12.52314           0.1554203E-01
    4617.335         31       0.6698191E-03       -9.558188           0.1587779E-01
    4617.335         32       0.6656198E-03       -5.492073           0.1636126E-01
    4617.335         33       0.6503978E-03      -0.1601599           0.1659930E-01
    4617.335         34       0.6407413E-03        6.052400           0.1585794E-01
    4617.335         35       0.6383504E-03        12.30451           0.1515500E-01
    4617.335         36       0.6434879E-03        17.46095           0.1461851E-01
    4617.335         37       0.6224701E-03        23.29777           0.1405386E-01
    4617.335         38       0.5736300E-03        31.28755           0.1334905E-01
    4617.335         39       0.5040654E-03        40.56190           0.1261057E-01
    4617.335         40       0.8853816E-03        0.000000           0.1000000E+31
    4755.526          1       0.5108520E-04       -54.01395           0.1230383E-01
    4755.526          2       0.1017125E-03       -54.12647           0.1229696E-01
    4755.526          3       0.1517708E-03       -53.36490           0.1233842E-01
    4755.526          4       0.2012057E-03       -51.82283           0.1240567E-01
    4755.526          5       0.2498637E-03       -49.01070           0.1255265E-01
    4755.526          6       0.2972307E-03       -44.07773           0.1288461E-01
    4755.526          7       0.3427475E-03       -37.05853           0.1338671E-01
    4755.526          8       0.3853171E-03       -26.81619           0.1421911E-01
    4755.526          9       0.4215774E-03       -11.90851           0.1569134E-01
    4755.526         10       0.4487375E-03        6.871338           0.1575374E-01
    4755.526         11       0.4759980E-03        1.719767           0.1637639E-01
    4755.526         12       0.5044327E-03       -2.173968           0.1659639E-01
    4755.526         13       0.5367347E-03       -9.583669           0.1589712E-01
    4755.526         14       0.5712846E-03       -16.03946           0.1519679E-01
    4755.526         15       0.6067248E-03       -20.23822           0.1477456E-01
    4755.526         16       0.6421798E-03       -22.16383           0.1459082E-01
    4755.526         17       0.6772119E-03       -22.12284           0.1458987E-01
    4755.526         18       0.7112310E-03       -19.87261           0.1480444E-01
    4755.526         19       0.7431940E-03       -14.72684           0.1532853E-01
    4755.526         20       0.7706074E-03       -5.521834           0.1638892E-01
    4755.526         21       0.7916591E-03        6.636559           0.1579505E-01
    4755.526         22       0.8180055E-03       -4.251785           0.1654431E-01
    4755.526         23       0.8480536E-03       -12.17207           0.1560399E-01
    4755.526         24       0.8793412E-03       -16.22774           0.1516313E-01
    4755.526         25       0.9107182E-03       -17.65438           0.1501607E-01
    4755.526         26       0.9416096E-03       -17.69878           0.1500696E-01
    4755.526         27       0.9716739E-03       -17.00029           0.1507702E-01
    4755.526         28       0.1000668E-02       -15.97500           0.1518142E-01
    4755.526         29       0.1028299E-02       -14.57382           0.1532743E-01
    4755.526         30       0.1054169E-02       -12.52314           0.1554734E-01
    4755.526         31       0.1077638E-02       -9.558188           0.1588363E-01
    4755.526         32       0.1097853E-02       -5.492073           0.1636800E-01
    4755.526         33       0.1113532E-02      -0.1601599           0.1660493E-01
    4755.526         34       0.1122915E-02        6.052400           0.1586801E-01
    4755.526         35       0.1124743E-02        12.30451           0.1517217E-01
    4755.526         36       0.1118824E-02        17.46095           0.1464261E-01
    4755.526         37       0.1138708E-02        23.29777           0.1409101E-01
    4755.526         38       0.1185739E-02        31.28755           0.1341074E-01
    4755.526         39       0.1252427E-02        40.56190           0.1271167E-01
    4755.526         40       0.8782462E-03        0.000000           0.1000000E+31
    4893.717          1       0.9099796E-04       -54.01395           0.1230418E-01
    4893.717          2       0.1811679E-03       -54.12647           0.1229732E-01
    4893.717          3       0.2686698E-03       -53.36490           0.1233880E-01
    4893.717          4       0.3514239E-03       -51.82283           0.1240609E-01
    4893.717          5       0.4270515E-03       -49.01070           0.1255314E-01
    4893.717          6       0.4926271E-03       -44.07773           0.1288524E-01
    4893.717          7       0.5440608E-03       -37.05853           0.1338761E-01
    4893.717          8       0.5746876E-03       -26.81619           0.1422063E-01
    4893.717          9       0.5737120E-03       -11.90851           0.1569461E-01
    4893.717         10       0.5464871E-03        6.871338           0.1575744E-01
    4893.717         11       0.5192195E-03        1.719767           0.1638017E-01
    4893.717         12       0.4974344E-03       -2.173968           0.1660134E-01
    4893.717         13       0.4936973E-03       -9.583669           0.1590085E-01
    4893.717         14       0.5049540E-03       -16.03946           0.1519931E-01
    4893.717         15       0.5256871E-03       -20.23822           0.1477651E-01
    4893.717         16       0.5508384E-03       -22.16383           0.1459252E-01
    4893.717         17       0.5760139E-03       -22.12284           0.1459157E-01
    4893.717         18       0.5965515E-03       -19.87261           0.1480636E-01
    4893.717         19       0.6061681E-03       -14.72684           0.1533112E-01
    4893.717         20       0.5953177E-03       -5.521834           0.1639318E-01
    4893.717         21       0.5744023E-03        6.636559           0.1579245E-01
    4893.717         22       0.5609161E-03       -4.251785           0.1654889E-01
    4893.717         23       0.5656607E-03       -12.17207           0.1560699E-01
    4893.717         24       0.5794085E-03       -16.22774           0.1516549E-01
    4893.717         25       0.5964371E-03       -17.65438           0.1501822E-01
    4893.717         26       0.6138649E-03       -17.69878           0.1500908E-01
    4893.717         27       0.6302567E-03       -17.00029           0.1507919E-01
    4893.717         28       0.6450544E-03       -15.97500           0.1518364E-01
    4893.717         29       0.6576149E-03       -14.57382           0.1532975E-01
    4893.717         30       0.6666505E-03       -12.52314           0.1554982E-01
    4893.717         31       0.6703178E-03       -9.558188           0.1588639E-01
    4893.717         32       0.6661251E-03       -5.492073           0.1637122E-01
    4893.717         33       0.6509033E-03      -0.1601599           0.1660760E-01
    4893.717         34       0.6417946E-03        6.052400           0.1585986E-01
    4893.717         35       0.6405265E-03        12.30451           0.1515351E-01
    4893.717         36       0.6472203E-03        17.46095           0.1461645E-01
    4893.717         37       0.6284571E-03        23.29777           0.1405323E-01
    4893.717         38       0.5832079E-03        31.28755           0.1334972E-01
    4893.717         39       0.5193377E-03        40.56190           0.1261264E-01
    4893.717         40       0.8858823E-03        0.000000           0.1000000E+31
    5031.908          1       0.5108914E-04       -54.01395           0.1230433E-01
    5031.908          2       0.1017203E-03       -54.12647           0.1229747E-01
    5031.908          3       0.1517827E-03       -53.36490           0.1233896E-01
