  STREAM OBSERVATION OUTPUT
    TIME      SFR-NODE  SFR-CONCENTRATION    FLOWGW          GW-CONC
    1681.468         36       0.2351480E-02       0.1199965           0.1644407E-01
    1681.468         37       0.2338520E-02        8.985526           0.1547192E-01
    1681.468         38       0.2310098E-02        20.15248           0.1441459E-01
    1681.468         39       0.2266333E-02        32.16213           0.1344717E-01
    1681.468         40       0.1719565E-02        0.000000           0.1000000E+31
    1801.573          1       0.5369332E-04       -69.07879           0.1148388E-01
    1801.573          2       0.1068412E-03       -69.44162           0.1146429E-01
    1801.573          3       0.1590646E-03       -69.22833           0.1146929E-01
    1801.573          4       0.2098160E-03       -68.61442           0.1146945E-01
    1801.573          5       0.2586001E-03       -67.17272           0.1150460E-01
    1801.573          6       0.3051205E-03       -64.02850           0.1167067E-01
    1801.573          7       0.3487028E-03       -59.61715           0.1190836E-01
    1801.573          8       0.3884266E-03       -53.59626           0.1224488E-01
    1801.573          9       0.4230202E-03       -45.05421           0.1278934E-01
    1801.573         10       0.4512476E-03       -34.66274           0.1355780E-01
    1801.573         11       0.4799612E-03       -36.26577           0.1338521E-01
    1801.573         12       0.5089767E-03       -37.37084           0.1327806E-01
    1801.573         13       0.5396150E-03       -40.45902           0.1305898E-01
    1801.573         14       0.5715187E-03       -43.08222           0.1287967E-01
    1801.573         15       0.6040222E-03       -44.71676           0.1276457E-01
    1801.573         16       0.6365395E-03       -45.23340           0.1273084E-01
    1801.573         17       0.6685840E-03       -44.98927           0.1273804E-01
    1801.573         18       0.6996597E-03       -43.67366           0.1282463E-01
    1801.573         19       0.7290442E-03       -40.95270           0.1301213E-01
    1801.573         20       0.7556242E-03       -36.18196           0.1336146E-01
    1801.573         21       0.7784872E-03       -30.08597           0.1383383E-01
    1801.573         22       0.8043134E-03       -35.48397           0.1340648E-01
    1801.573         23       0.8320519E-03       -39.35167           0.1311967E-01
    1801.573         24       0.8605227E-03       -41.23930           0.1297874E-01
    1801.573         25       0.8889697E-03       -41.65714           0.1294607E-01
    1801.573         26       0.9169359E-03       -41.18049           0.1297506E-01
    1801.573         27       0.9441536E-03       -40.11129           0.1304926E-01
    1801.573         28       0.9704271E-03       -38.62718           0.1315519E-01
    1801.573         29       0.9955312E-03       -36.65839           0.1330171E-01
    1801.573         30       0.1019141E-02       -34.10171           0.1349440E-01
    1801.573         31       0.1040816E-02       -30.68215           0.1377175E-01
    1801.573         32       0.1059970E-02       -26.35242           0.1413933E-01
    1801.573         33       0.1075816E-02       -20.90701           0.1464242E-01
    1801.573         34       0.1087418E-02       -14.48606           0.1529460E-01
    1801.573         35       0.1093713E-02       -7.347598           0.1610140E-01
    1801.573         36       0.1093901E-02       0.1199965           0.1644428E-01
    1801.573         37       0.1107825E-02        8.985526           0.1544167E-01
    1801.573         38       0.1138302E-02        20.15248           0.1434768E-01
    1801.573         39       0.1185101E-02        32.16213           0.1334520E-01
    1801.573         40       0.1725717E-02        0.000000           0.1000000E+31
    1921.678          1       0.1185487E-03       -69.07879           0.1148398E-01
    1921.678          2       0.2359676E-03       -69.44162           0.1146439E-01
    1921.678          3       0.3513866E-03       -69.22833           0.1146939E-01
    1921.678          4       0.4638450E-03       -68.61442           0.1146955E-01
    1921.678          5       0.5721951E-03       -67.17272           0.1150469E-01
    1921.678          6       0.6750354E-03       -64.02850           0.1167076E-01
    1921.678          7       0.7707588E-03       -59.61715           0.1190845E-01
    1921.678          8       0.8572383E-03       -53.59626           0.1224498E-01
    1921.678          9       0.9313216E-03       -45.05421           0.1278945E-01
    1921.678         10       0.9902862E-03       -34.66274           0.1355793E-01
    1921.678         11       0.1050765E-02       -36.26577           0.1338533E-01
    1921.678         12       0.1112178E-02       -37.37084           0.1327817E-01
    1921.678         13       0.1177451E-02       -40.45902           0.1305909E-01
    1921.678         14       0.1245788E-02       -43.08222           0.1287977E-01
    1921.678         15       0.1315682E-02       -44.71676           0.1276467E-01
    1921.678         16       0.1385678E-02       -45.23340           0.1273093E-01
    1921.678         17       0.1454685E-02       -44.98927           0.1273814E-01
    1921.678         18       0.1521427E-02       -43.67366           0.1282473E-01
    1921.678         19       0.1584158E-02       -40.95270           0.1301223E-01
    1921.678         20       0.1640259E-02       -36.18196           0.1336158E-01
    1921.678         21       0.1687810E-02       -30.08597           0.1383395E-01
    1921.678         22       0.1742267E-02       -35.48397           0.1340660E-01
    1921.678         23       0.1801312E-02       -39.35167           0.1311977E-01
    1921.678         24       0.1862226E-02       -41.23930           0.1297884E-01
    1921.678         25       0.1923172E-02       -41.65714           0.1294617E-01
    1921.678         26       0.1983048E-02       -41.18049           0.1297516E-01
    1921.678         27       0.2041183E-02       -40.11129           0.1304937E-01
    1921.678         28       0.2097105E-02       -38.62718           0.1315530E-01
    1921.678         29       0.2150268E-02       -36.65839           0.1330182E-01
    1921.678         30       0.2199947E-02       -34.10171           0.1349451E-01
    1921.678         31       0.2245115E-02       -30.68215           0.1377187E-01
    1921.678         32       0.2284535E-02       -26.35242           0.1413947E-01
    1921.678         33       0.2316590E-02       -20.90701           0.1464260E-01
    1921.678         34       0.2339563E-02       -14.48606           0.1529484E-01
    1921.678         35       0.2351717E-02       -7.347598           0.1610174E-01
    1921.678         36       0.2351516E-02       0.1199965           0.1644501E-01
    1921.678         37       0.2336633E-02        8.985526           0.1547228E-01
    1921.678         38       0.2304109E-02        20.15248           0.1441439E-01
    1921.678         39       0.2254309E-02        32.16213           0.1344610E-01
    1921.678         40       0.1719705E-02        0.000000           0.1000000E+31
    2041.783          1       0.5369496E-04       -69.07879           0.1148403E-01
    2041.783          2       0.1068444E-03       -69.44162           0.1146444E-01
    2041.783          3       0.1590695E-03       -69.22833           0.1146944E-01
    2041.783          4       0.2098223E-03       -68.61442           0.1146960E-01
    2041.783          5       0.2586078E-03       -67.17272           0.1150474E-01
    2041.783          6       0.3051295E-03       -64.02850           0.1167081E-01
    2041.783          7       0.3487130E-03       -59.61715           0.1190850E-01
    2041.783          8       0.3884379E-03       -53.59626           0.1224503E-01
    2041.783          9       0.4230325E-03       -45.05421           0.1278950E-01
    2041.783         10       0.4512608E-03       -34.66274           0.1355800E-01
    2041.783         11       0.4799751E-03       -36.26577           0.1338539E-01
    2041.783         12       0.5089915E-03       -37.37084           0.1327822E-01
    2041.783         13       0.5396305E-03       -40.45902           0.1305914E-01
    2041.783         14       0.5715351E-03       -43.08222           0.1287982E-01
    2041.783         15       0.6040395E-03       -44.71676           0.1276472E-01
    2041.783         16       0.6365576E-03       -45.23340           0.1273098E-01
    2041.783         17       0.6686029E-03       -44.98927           0.1273819E-01
    2041.783         18       0.6996793E-03       -43.67366           0.1282478E-01
    2041.783         19       0.7290646E-03       -40.95270           0.1301228E-01
    2041.783         20       0.7556453E-03       -36.18196           0.1336163E-01
    2041.783         21       0.7785090E-03       -30.08597           0.1383402E-01
    2041.783         22       0.8043359E-03       -35.48397           0.1340665E-01
    2041.783         23       0.8320751E-03       -39.35167           0.1311983E-01
    2041.783         24       0.8605467E-03       -41.23930           0.1297889E-01
    2041.783         25       0.8889944E-03       -41.65714           0.1294622E-01
    2041.783         26       0.9169613E-03       -41.18049           0.1297521E-01
    2041.783         27       0.9441797E-03       -40.11129           0.1304941E-01
    2041.783         28       0.9704538E-03       -38.62718           0.1315535E-01
    2041.783         29       0.9955586E-03       -36.65839           0.1330187E-01
    2041.783         30       0.1019169E-02       -34.10171           0.1349457E-01
    2041.783         31       0.1040844E-02       -30.68215           0.1377194E-01
    2041.783         32       0.1060000E-02       -26.35242           0.1413954E-01
    2041.783         33       0.1075846E-02       -20.90701           0.1464268E-01
    2041.783         34       0.1087449E-02       -14.48606           0.1529496E-01
    2041.783         35       0.1093744E-02       -7.347598           0.1610191E-01
    2041.783         36       0.1093958E-02       0.1199965           0.1644476E-01
    2041.783         37       0.1109803E-02        8.985526           0.1544191E-01
    2041.783         38       0.1144361E-02        20.15248           0.1434809E-01
    2041.783         39       0.1197126E-02        32.16213           0.1334637E-01
    2041.783         40       0.1725718E-02        0.000000           0.1000000E+31
    2161.887          1       0.1185496E-03       -69.07879           0.1148406E-01
    2161.887          2       0.2359693E-03       -69.44162           0.1146447E-01
    2161.887          3       0.3513891E-03       -69.22833           0.1146946E-01
    2161.887          4       0.4638483E-03       -68.61442           0.1146963E-01
    2161.887          5       0.5721992E-03       -67.17272           0.1150476E-01
    2161.887          6       0.6750402E-03       -64.02850           0.1167084E-01
    2161.887          7       0.7707641E-03       -59.61715           0.1190853E-01
    2161.887          8       0.8572442E-03       -53.59626           0.1224505E-01
    2161.887          9       0.9313280E-03       -45.05421           0.1278953E-01
    2161.887         10       0.9902930E-03       -34.66274           0.1355803E-01
    2161.887         11       0.1050772E-02       -36.26577           0.1338542E-01
    2161.887         12       0.1112186E-02       -37.37084           0.1327825E-01
    2161.887         13       0.1177459E-02       -40.45902           0.1305917E-01
    2161.887         14       0.1245796E-02       -43.08222           0.1287984E-01
    2161.887         15       0.1315691E-02       -44.71676           0.1276475E-01
    2161.887         16       0.1385688E-02       -45.23340           0.1273101E-01
    2161.887         17       0.1454694E-02       -44.98927           0.1273821E-01
    2161.887         18       0.1521437E-02       -43.67366           0.1282480E-01
    2161.887         19       0.1584169E-02       -40.95270           0.1301230E-01
    2161.887         20       0.1640270E-02       -36.18196           0.1336166E-01
    2161.887         21       0.1687821E-02       -30.08597           0.1383405E-01
    2161.887         22       0.1742279E-02       -35.48397           0.1340668E-01
    2161.887         23       0.1801324E-02       -39.35167           0.1311985E-01
    2161.887         24       0.1862238E-02       -41.23930           0.1297891E-01
    2161.887         25       0.1923184E-02       -41.65714           0.1294625E-01
    2161.887         26       0.1983061E-02       -41.18049           0.1297523E-01
    2161.887         27       0.2041196E-02       -40.11129           0.1304944E-01
    2161.887         28       0.2097118E-02       -38.62718           0.1315537E-01
    2161.887         29       0.2150282E-02       -36.65839           0.1330190E-01
    2161.887         30       0.2199961E-02       -34.10171           0.1349460E-01
    2161.887         31       0.2245130E-02       -30.68215           0.1377197E-01
    2161.887         32       0.2284549E-02       -26.35242           0.1413958E-01
    2161.887         33       0.2316606E-02       -20.90701           0.1464273E-01
    2161.887         34       0.2339578E-02       -14.48606           0.1529501E-01
    2161.887         35       0.2351733E-02       -7.347598           0.1610200E-01
    2161.887         36       0.2351505E-02       0.1199965           0.1644525E-01
    2161.887         37       0.2334705E-02        8.985526           0.1547232E-01
    2161.887         38       0.2298121E-02        20.15248           0.1441408E-01
    2161.887         39       0.2242422E-02        32.16213           0.1344499E-01
    2161.887         40       0.1719774E-02        0.000000           0.1000000E+31
    2281.992          1       0.5369541E-04       -69.07879           0.1148407E-01
    2281.992          2       0.1068453E-03       -69.44162           0.1146449E-01
    2281.992          3       0.1590708E-03       -69.22833           0.1146948E-01
    2281.992          4       0.2098241E-03       -68.61442           0.1146964E-01
    2281.992          5       0.2586100E-03       -67.17272           0.1150478E-01
    2281.992          6       0.3051320E-03       -64.02850           0.1167085E-01
    2281.992          7       0.3487158E-03       -59.61715           0.1190854E-01
    2281.992          8       0.3884409E-03       -53.59626           0.1224506E-01
    2281.992          9       0.4230358E-03       -45.05421           0.1278954E-01
    2281.992         10       0.4512644E-03       -34.66274           0.1355805E-01
    2281.992         11       0.4799789E-03       -36.26577           0.1338544E-01
    2281.992         12       0.5089954E-03       -37.37084           0.1327826E-01
    2281.992         13       0.5396347E-03       -40.45902           0.1305918E-01
    2281.992         14       0.5715395E-03       -43.08222           0.1287986E-01
    2281.992         15       0.6040440E-03       -44.71676           0.1276476E-01
    2281.992         16       0.6365623E-03       -45.23340           0.1273102E-01
    2281.992         17       0.6686078E-03       -44.98927           0.1273822E-01
    2281.992         18       0.6996844E-03       -43.67366           0.1282481E-01
    2281.992         19       0.7290699E-03       -40.95270           0.1301232E-01
    2281.992         20       0.7556508E-03       -36.18196           0.1336167E-01
    2281.992         21       0.7785147E-03       -30.08597           0.1383406E-01
    2281.992         22       0.8043417E-03       -35.48397           0.1340669E-01
    2281.992         23       0.8320811E-03       -39.35167           0.1311986E-01
    2281.992         24       0.8605528E-03       -41.23930           0.1297892E-01
    2281.992         25       0.8890007E-03       -41.65714           0.1294626E-01
    2281.992         26       0.9169678E-03       -41.18049           0.1297524E-01
    2281.992         27       0.9441864E-03       -40.11129           0.1304945E-01
    2281.992         28       0.9704606E-03       -38.62718           0.1315538E-01
    2281.992         29       0.9955656E-03       -36.65839           0.1330191E-01
    2281.992         30       0.1019176E-02       -34.10171           0.1349461E-01
    2281.992         31       0.1040852E-02       -30.68215           0.1377198E-01
    2281.992         32       0.1060007E-02       -26.35242           0.1413960E-01
    2281.992         33       0.1075853E-02       -20.90701           0.1464275E-01
    2281.992         34       0.1087456E-02       -14.48606           0.1529504E-01
    2281.992         35       0.1093752E-02       -7.347598           0.1610204E-01
    2281.992         36       0.1093993E-02       0.1199965           0.1644489E-01
    2281.992         37       0.1111751E-02        8.985526           0.1544201E-01
    2281.992         38       0.1150348E-02        20.15248           0.1434844E-01
    2281.992         39       0.1208946E-02        32.16213           0.1334750E-01
    2281.992         40       0.1725684E-02        0.000000           0.1000000E+31
    2402.097          1       0.1185499E-03       -69.07879           0.1148408E-01
    2402.097          2       0.2359698E-03       -69.44162           0.1146450E-01
    2402.097          3       0.3513899E-03       -69.22833           0.1146949E-01
    2402.097          4       0.4638493E-03       -68.61442           0.1146965E-01
    2402.097          5       0.5722004E-03       -67.17272           0.1150479E-01
    2402.097          6       0.6750416E-03       -64.02850           0.1167086E-01
    2402.097          7       0.7707657E-03       -59.61715           0.1190855E-01
    2402.097          8       0.8572459E-03       -53.59626           0.1224507E-01
    2402.097          9       0.9313298E-03       -45.05421           0.1278955E-01
    2402.097         10       0.9902950E-03       -34.66274           0.1355806E-01
    2402.097         11       0.1050774E-02       -36.26577           0.1338545E-01
    2402.097         12       0.1112188E-02       -37.37084           0.1327827E-01
    2402.097         13       0.1177461E-02       -40.45902           0.1305918E-01
    2402.097         14       0.1245799E-02       -43.08222           0.1287986E-01
    2402.097         15       0.1315694E-02       -44.71676           0.1276477E-01
    2402.097         16       0.1385690E-02       -45.23340           0.1273102E-01
    2402.097         17       0.1454697E-02       -44.98927           0.1273823E-01
    2402.097         18       0.1521439E-02       -43.67366           0.1282482E-01
    2402.097         19       0.1584171E-02       -40.95270           0.1301232E-01
    2402.097         20       0.1640273E-02       -36.18196           0.1336168E-01
    2402.097         21       0.1687824E-02       -30.08597           0.1383407E-01
    2402.097         22       0.1742282E-02       -35.48397           0.1340670E-01
    2402.097         23       0.1801327E-02       -39.35167           0.1311987E-01
    2402.097         24       0.1862242E-02       -41.23930           0.1297893E-01
    2402.097         25       0.1923187E-02       -41.65714           0.1294626E-01
    2402.097         26       0.1983064E-02       -41.18049           0.1297525E-01
    2402.097         27       0.2041200E-02       -40.11129           0.1304946E-01
    2402.097         28       0.2097122E-02       -38.62718           0.1315539E-01
    2402.097         29       0.2150286E-02       -36.65839           0.1330192E-01
    2402.097         30       0.2199965E-02       -34.10171           0.1349462E-01
    2402.097         31       0.2245134E-02       -30.68215           0.1377199E-01
    2402.097         32       0.2284553E-02       -26.35242           0.1413961E-01
    2402.097         33       0.2316609E-02       -20.90701           0.1464276E-01
    2402.097         34       0.2339582E-02       -14.48606           0.1529506E-01
    2402.097         35       0.2351737E-02       -7.347598           0.1610207E-01
    2402.097         36       0.2351483E-02       0.1199965           0.1644531E-01
    2402.097         37       0.2332772E-02        8.985526           0.1547230E-01
    2402.097         38       0.2292169E-02        20.15248           0.1441374E-01
    2402.097         39       0.2230704E-02        32.16213           0.1344389E-01
    2402.097         40       0.1719825E-02        0.000000           0.1000000E+31
    2522.202          1       0.5369557E-04       -69.07879           0.1148409E-01
    2522.202          2       0.1068456E-03       -69.44162           0.1146451E-01
    2522.202          3       0.1590713E-03       -69.22833           0.1146950E-01
    2522.202          4       0.2098247E-03       -68.61442           0.1146966E-01
    2522.202          5       0.2586107E-03       -67.17272           0.1150479E-01
    2522.202          6       0.3051329E-03       -64.02850           0.1167086E-01
    2522.202          7       0.3487168E-03       -59.61715           0.1190856E-01
    2522.202          8       0.3884420E-03       -53.59626           0.1224508E-01
    2522.202          9       0.4230369E-03       -45.05421           0.1278956E-01
    2522.202         10       0.4512655E-03       -34.66274           0.1355806E-01
    2522.202         11       0.4799801E-03       -36.26577           0.1338545E-01
    2522.202         12       0.5089967E-03       -37.37084           0.1327827E-01
    2522.202         13       0.5396360E-03       -40.45902           0.1305919E-01
    2522.202         14       0.5715408E-03       -43.08222           0.1287987E-01
    2522.202         15       0.6040455E-03       -44.71676           0.1276477E-01
    2522.202         16       0.6365638E-03       -45.23340           0.1273102E-01
    2522.202         17       0.6686094E-03       -44.98927           0.1273823E-01
    2522.202         18       0.6996861E-03       -43.67366           0.1282482E-01
    2522.202         19       0.7290716E-03       -40.95270           0.1301233E-01
    2522.202         20       0.7556526E-03       -36.18196           0.1336169E-01
    2522.202         21       0.7785165E-03       -30.08597           0.1383407E-01
    2522.202         22       0.8043436E-03       -35.48397           0.1340670E-01
    2522.202         23       0.8320830E-03       -39.35167           0.1311987E-01
    2522.202         24       0.8605547E-03       -41.23930           0.1297893E-01
    2522.202         25       0.8890027E-03       -41.65714           0.1294627E-01
    2522.202         26       0.9169698E-03       -41.18049           0.1297525E-01
    2522.202         27       0.9441884E-03       -40.11129           0.1304946E-01
    2522.202         28       0.9704627E-03       -38.62718           0.1315539E-01
    2522.202         29       0.9955677E-03       -36.65839           0.1330192E-01
    2522.202         30       0.1019178E-02       -34.10171           0.1349462E-01
    2522.202         31       0.1040854E-02       -30.68215           0.1377199E-01
    2522.202         32       0.1060009E-02       -26.35242           0.1413961E-01
    2522.202         33       0.1075856E-02       -20.90701           0.1464276E-01
    2522.202         34       0.1087459E-02       -14.48606           0.1529507E-01
    2522.202         35       0.1093754E-02       -7.347598           0.1610208E-01
    2522.202         36       0.1094021E-02       0.1199965           0.1644492E-01
    2522.202         37       0.1113687E-02        8.985526           0.1544207E-01
    2522.202         38       0.1156283E-02        20.15248           0.1434879E-01
    2522.202         39       0.1220581E-02        32.16213           0.1334860E-01
    2522.202         40       0.1725643E-02        0.000000           0.1000000E+31
    2642.307          1       0.1185500E-03       -69.07879           0.1148410E-01
    2642.307          2       0.2359701E-03       -69.44162           0.1146451E-01
    2642.307          3       0.3513903E-03       -69.22833           0.1146950E-01
    2642.307          4       0.4638498E-03       -68.61442           0.1146966E-01
    2642.307          5       0.5722009E-03       -67.17272           0.1150480E-01
    2642.307          6       0.6750422E-03       -64.02850           0.1167087E-01
    2642.307          7       0.7707663E-03       -59.61715           0.1190856E-01
    2642.307          8       0.8572465E-03       -53.59626           0.1224508E-01
    2642.307          9       0.9313305E-03       -45.05421           0.1278956E-01
    2642.307         10       0.9902957E-03       -34.66274           0.1355807E-01
    2642.307         11       0.1050775E-02       -36.26577           0.1338545E-01
    2642.307         12       0.1112189E-02       -37.37084           0.1327828E-01
    2642.307         13       0.1177462E-02       -40.45902           0.1305919E-01
    2642.307         14       0.1245799E-02       -43.08222           0.1287987E-01
    2642.307         15       0.1315694E-02       -44.71676           0.1276477E-01
    2642.307         16       0.1385691E-02       -45.23340           0.1273103E-01
    2642.307         17       0.1454698E-02       -44.98927           0.1273823E-01
    2642.307         18       0.1521440E-02       -43.67366           0.1282482E-01
    2642.307         19       0.1584172E-02       -40.95270           0.1301233E-01
    2642.307         20       0.1640274E-02       -36.18196           0.1336169E-01
    2642.307         21       0.1687825E-02       -30.08597           0.1383407E-01
    2642.307         22       0.1742283E-02       -35.48397           0.1340671E-01
    2642.307         23       0.1801328E-02       -39.35167           0.1311987E-01
    2642.307         24       0.1862243E-02       -41.23930           0.1297893E-01
    2642.307         25       0.1923188E-02       -41.65714           0.1294627E-01
    2642.307         26       0.1983065E-02       -41.18049           0.1297525E-01
    2642.307         27       0.2041201E-02       -40.11129           0.1304946E-01
    2642.307         28       0.2097123E-02       -38.62718           0.1315539E-01
    2642.307         29       0.2150287E-02       -36.65839           0.1330192E-01
    2642.307         30       0.2199966E-02       -34.10171           0.1349462E-01
    2642.307         31       0.2245135E-02       -30.68215           0.1377199E-01
    2642.307         32       0.2284554E-02       -26.35242           0.1413961E-01
    2642.307         33       0.2316611E-02       -20.90701           0.1464277E-01
    2642.307         34       0.2339583E-02       -14.48606           0.1529507E-01
    2642.307         35       0.2351738E-02       -7.347598           0.1610208E-01
    2642.307         36       0.2351458E-02       0.1199965           0.1644533E-01
    2642.307         37       0.2330842E-02        8.985526           0.1547226E-01
    2642.307         38       0.2286262E-02        20.15248           0.1441341E-01
    2642.307         39       0.2219161E-02        32.16213           0.1344280E-01
    2642.307         40       0.1719871E-02        0.000000           0.1000000E+31
    2762.412          1       0.5369564E-04       -69.07879           0.1148410E-01
    2762.412          2       0.1068458E-03       -69.44162           0.1146452E-01
    2762.412          3       0.1590715E-03       -69.22833           0.1146951E-01
    2762.412          4       0.2098250E-03       -68.61442           0.1146967E-01
    2762.412          5       0.2586111E-03       -67.17272           0.1150480E-01
    2762.412          6       0.3051333E-03       -64.02850           0.1167087E-01
    2762.412          7       0.3487172E-03       -59.61715           0.1190856E-01
    2762.412          8       0.3884424E-03       -53.59626           0.1224508E-01
    2762.412          9       0.4230374E-03       -45.05421           0.1278956E-01
    2762.412         10       0.4512660E-03       -34.66274           0.1355807E-01
    2762.412         11       0.4799806E-03       -36.26577           0.1338546E-01
    2762.412         12       0.5089972E-03       -37.37084           0.1327828E-01
    2762.412         13       0.5396365E-03       -40.45902           0.1305919E-01
    2762.412         14       0.5715414E-03       -43.08222           0.1287987E-01
    2762.412         15       0.6040460E-03       -44.71676           0.1276477E-01
    2762.412         16       0.6365644E-03       -45.23340           0.1273103E-01
    2762.412         17       0.6686100E-03       -44.98927           0.1273823E-01
    2762.412         18       0.6996866E-03       -43.67366           0.1282482E-01
    2762.412         19       0.7290722E-03       -40.95270           0.1301233E-01
    2762.412         20       0.7556532E-03       -36.18196           0.1336169E-01
    2762.412         21       0.7785171E-03       -30.08597           0.1383408E-01
    2762.412         22       0.8043442E-03       -35.48397           0.1340671E-01
    2762.412         23       0.8320836E-03       -39.35167           0.1311987E-01
    2762.412         24       0.8605554E-03       -41.23930           0.1297893E-01
    2762.412         25       0.8890033E-03       -41.65714           0.1294627E-01
    2762.412         26       0.9169705E-03       -41.18049           0.1297525E-01
    2762.412         27       0.9441891E-03       -40.11129           0.1304946E-01
    2762.412         28       0.9704634E-03       -38.62718           0.1315540E-01
    2762.412         29       0.9955683E-03       -36.65839           0.1330192E-01
    2762.412         30       0.1019179E-02       -34.10171           0.1349462E-01
    2762.412         31       0.1040855E-02       -30.68215           0.1377200E-01
    2762.412         32       0.1060010E-02       -26.35242           0.1413961E-01
    2762.412         33       0.1075856E-02       -20.90701           0.1464277E-01
    2762.412         34       0.1087459E-02       -14.48606           0.1529507E-01
    2762.412         35       0.1093755E-02       -7.347598           0.1610209E-01
    2762.412         36       0.1094048E-02       0.1199965           0.1644492E-01
    2762.412         37       0.1115616E-02        8.985526           0.1544212E-01
    2762.412         38       0.1162167E-02        20.15248           0.1434913E-01
    2762.412         39       0.1232038E-02        32.16213           0.1334968E-01
    2762.412         40       0.1725599E-02        0.000000           0.1000000E+31
    2882.517          1       0.1185501E-03       -69.07879           0.1148411E-01
    2882.517          2       0.2359702E-03       -69.44162           0.1146452E-01
    2882.517          3       0.3513904E-03       -69.22833           0.1146951E-01
    2882.517          4       0.4638500E-03       -68.61442           0.1146967E-01
    2882.517          5       0.5722012E-03       -67.17272           0.1150480E-01
    2882.517          6       0.6750425E-03       -64.02850           0.1167087E-01
    2882.517          7       0.7707666E-03       -59.61715           0.1190856E-01
    2882.517          8       0.8572469E-03       -53.59626           0.1224509E-01
    2882.517          9       0.9313309E-03       -45.05421           0.1278957E-01
    2882.517         10       0.9902961E-03       -34.66274           0.1355807E-01
    2882.517         11       0.1050775E-02       -36.26577           0.1338546E-01
    2882.517         12       0.1112189E-02       -37.37084           0.1327828E-01
    2882.517         13       0.1177463E-02       -40.45902           0.1305919E-01
    2882.517         14       0.1245800E-02       -43.08222           0.1287987E-01
    2882.517         15       0.1315695E-02       -44.71676           0.1276477E-01
    2882.517         16       0.1385691E-02       -45.23340           0.1273103E-01
    2882.517         17       0.1454698E-02       -44.98927           0.1273823E-01
    2882.517         18       0.1521441E-02       -43.67366           0.1282483E-01
    2882.517         19       0.1584173E-02       -40.95270           0.1301233E-01
    2882.517         20       0.1640275E-02       -36.18196           0.1336169E-01
    2882.517         21       0.1687825E-02       -30.08597           0.1383408E-01
    2882.517         22       0.1742283E-02       -35.48397           0.1340671E-01
    2882.517         23       0.1801328E-02       -39.35167           0.1311987E-01
    2882.517         24       0.1862243E-02       -41.23930           0.1297893E-01
    2882.517         25       0.1923189E-02       -41.65714           0.1294627E-01
    2882.517         26       0.1983066E-02       -41.18049           0.1297525E-01
    2882.517         27       0.2041202E-02       -40.11129           0.1304946E-01
    2882.517         28       0.2097123E-02       -38.62718           0.1315540E-01
    2882.517         29       0.2150288E-02       -36.65839           0.1330192E-01
    2882.517         30       0.2199967E-02       -34.10171           0.1349462E-01
    2882.517         31       0.2245135E-02       -30.68215           0.1377200E-01
    2882.517         32       0.2284555E-02       -26.35242           0.1413961E-01
    2882.517         33       0.2316611E-02       -20.90701           0.1464277E-01
    2882.517         34       0.2339584E-02       -14.48606           0.1529507E-01
    2882.517         35       0.2351739E-02       -7.347598           0.1610209E-01
    2882.517         36       0.2351432E-02       0.1199965           0.1644533E-01
    2882.517         37       0.2328917E-02        8.985526           0.1547221E-01
    2882.517         38       0.2280402E-02        20.15248           0.1441307E-01
    2882.517         39       0.2207793E-02        32.16213           0.1344172E-01
    2882.517         40       0.1719916E-02        0.000000           0.1000000E+31
    3002.622          1       0.5369571E-04       -69.07879           0.1148411E-01
    3002.622          2       0.1068459E-03       -69.44162           0.1146453E-01
    3002.622          3       0.1590717E-03       -69.22833           0.1146952E-01
    3002.622          4       0.2098253E-03       -68.61442           0.1146968E-01
    3002.622          5       0.2586114E-03       -67.17272           0.1150481E-01
    3002.622          6       0.3051336E-03       -64.02850           0.1167088E-01
    3002.622          7       0.3487176E-03       -59.61715           0.1190856E-01
    3002.622          8       0.3884428E-03       -53.59626           0.1224509E-01
    3002.622          9       0.4230378E-03       -45.05421           0.1278957E-01
    3002.622         10       0.4512664E-03       -34.66274           0.1355807E-01
    3002.622         11       0.4799810E-03       -36.26577           0.1338546E-01
    3002.622         12       0.5089976E-03       -37.37084           0.1327828E-01
    3002.622         13       0.5396369E-03       -40.45902           0.1305919E-01
    3002.622         14       0.5715418E-03       -43.08222           0.1287987E-01
    3002.622         15       0.6040464E-03       -44.71676           0.1276477E-01
    3002.622         16       0.6365648E-03       -45.23340           0.1273103E-01
    3002.622         17       0.6686104E-03       -44.98927           0.1273824E-01
    3002.622         18       0.6996871E-03       -43.67366           0.1282483E-01
    3002.622         19       0.7290727E-03       -40.95270           0.1301233E-01
    3002.622         20       0.7556536E-03       -36.18196           0.1336169E-01
    3002.622         21       0.7785175E-03       -30.08597           0.1383408E-01
    3002.622         22       0.8043447E-03       -35.48397           0.1340671E-01
    3002.622         23       0.8320841E-03       -39.35167           0.1311987E-01
    3002.622         24       0.8605558E-03       -41.23930           0.1297894E-01
    3002.622         25       0.8890038E-03       -41.65714           0.1294627E-01
    3002.622         26       0.9169709E-03       -41.18049           0.1297525E-01
    3002.622         27       0.9441895E-03       -40.11129           0.1304946E-01
    3002.622         28       0.9704639E-03       -38.62718           0.1315540E-01
    3002.622         29       0.9955688E-03       -36.65839           0.1330192E-01
    3002.622         30       0.1019179E-02       -34.10171           0.1349462E-01
    3002.622         31       0.1040855E-02       -30.68215           0.1377200E-01
    3002.622         32       0.1060011E-02       -26.35242           0.1413961E-01
